asin,summaryReview
B000M5UD1E,"['Good replacement H4 lamps', 'Makes a positive difference in visibility at night', 'Nothing Special ... more basic yellow then white, and not any brighter!', 'LIGHT NOT AS WHITE AS I THOUGHT THEY WOULD BE', 'Great Bulbs', 'very bright but not worthy to buy', 'Better than Stock', 'Snake oil', 'Really likes', 'Super bright.  Worth the money!', 'Good light, poor lifespan', 'Installed in 2nd gen Toyota Tundra', 'Definitely not 4100k', 'Worked great in my 2012 Juke', 'Replace Headlight Bulbs', ""Good distance/output but didn't last long"", 'Great bulbs if you understand cars', 'Not much brighter than the original JK bulbs', 'Not all they are cracked up to be', 'Only lasted 6 months!', 'Great for Volvos', 'Just ""MARGINALLY"" whiter and brighter', 'Not bright, but brighter, and white', 'Light is good!', 'Good replacement blub', 'Great Lights', 'Maybe a 10% boost in my Chrysler T&C Minivan', ""Can't Beat Sylvania"", ""I can't tell the difference"", 'Best bulbs at best price', ""Same brightness as Xtravision's, but with a white color"", 'Good replacements', ""Bulbs don't last"", 'Affordable upgrade, and very nice and bright.', 'Sylvania 9006 Silver Star Headlight Bulbs', 'Slyvania 9006 SU Silverstar Ultra Headlight Bulbs', 'Over-rated', 'See better or hit things', 'best sylvania bulb', 'Bright white light no delight,', 'I can see for miles and miles and miles', 'Consumer reports says not really worth it', 'a flashlight would be better', 'Very Short Lifespan :-(', 'BRIGHT', ""zXe's are better"", 'Bright Light...Low Beam', 'perfect.', ""fine lights, but don't help a 2004 Dodge Ram much"", 'Great bulbs', 'Fit great', 'just what the wife wanted....', 'Good lighting', 'Meh...Review in one word: ""overrated""', 'Nice and bright', ""Bright, but don't last long."", 'Best bulbs ever.', 'Bright and works', 'Much brighter then OE bulbs', 'Buy it!', 'Very bright, long lasting', 'Very nice', 'Nice but not worth the cost, incandescent technology can only go so far', 'Sylvania SilverStar Ultra', 'Buy them on sale.']"
B000N3W8J0,"['Buy this!', 'A must have', 'Seems like a good idea', 'Works for me', 'Must Have', 'Ingenious invention', 'definitely worth it', 'It works well', 'great idea', 'Great Addition to a Two Bucket Wash', 'Works great but wont fit perfectly in a HD bucket.', 'Fits a standard bucket', 'MUST have item', 'Surprisingly effective at removing dirt from auto wash mitt', 'Works good, but needed to be trimmed to fit my bucket', 'Way cool thing, I never would have thought of.', 'Nice', 'grit guard', 'exactly what i needed', 'so simple!', 'That little extra measure of protection', ""Didn't even know it existed"", 'Still evaluating.', 'The Grit Guard', ""floats around in my bucket, doesn't stay put."", 'An simple/ingenious device that will save your paint job!', 'where was this all my life?', 'Sturdy and works well', 'YES YES YES', 'Use it every time', 'Great Product!', 'If you like your cars paint, you will get this', 'Should be called great guard!', 'Works as advertised', 'The Grit Guard Insert (RED)', ""It's a must if you're serious about not scratching your paint with dirty was while washing your car"", 'Not a scratch', 'Does not fit properly in five gallon buckets you buy from your big box home centers.', ""Fits perfectly in Lowe's 5 Gallon bucket"", 'Best Car Wash Accessory!', 'good', 'Simple and Effective', 'Helps tremendously with keeping grit out of your wash mitts.', 'It works as expected!', 'Keeps grit off wash rag', 'Perfect', 'Great Idea!', 'Does the job...', 'Perfect', ""Now I don't have to worry about grit!"", 'Absolute Necessity for Home Detailer', 'Fits like a glove', 'Good quality', 'Great for keeping scratches off your finish.', 'Good strong product', 'No problems.', 'Great idea and execution', 'Saw on Drive Clean, works great', ""Doesn't fit in Lowes bucket"", 'Awesome product!']"
B000NCOKZQ,"['Tender ring harness', ""It's a great way to keep your gps charged up"", ""Get one , you'll be glad you did"", 'Great product', 'WORKS GREAT!  Let the Electrons FLOW!', 'Simple and great', 'Nice quality', 'Nice reach', 'harness', 'Great accessory', 'Good product', 'Fit my generic charger', 'Good item to have at a good price!', 'adapter for battery for battery tender', 'time saver. easy to install. awesome.', ""I'm Letting the Rating Speak for Itself"", 'Good bettery ring connectors', 'excellent quality', 'Ready to attach', 'Great for some batteries, not all though', 'quick attachment for battery charger', 'Easy to connect and disconnect', 'is what it is', 'Review Battery Harness', 'Simple battery tender tail', 'Quick and easy!', 'The battery tender harness does what it should, it is very tender with my battery.', 'Not needed yet', 'Four Stars', 'handy', 'the perfect fit.', 'Get hooked up', 'very useful item', 'Have one Battery Tender for more than one vehicle?', 'Product works as inteded', 'Works as advertised', 'Good quality', 'Great product', 'Battery Tenders are great', '75a fuse!', 'Just makes sense.', 'Plugged in', 'Great for Morotcycle Battery', 'Have it on all my car batteries', 'Nice to have', 'Extra harness', 'Good but...', 'All weather reliability.', 'They work!', 'Great for quick hook up', 'If it fits it works great', 'ATV Battery Charger', 'Works As Expected', 'Get one for Everything you need to trickle Charge with a Battery Tender! Worth it to hard wire and Save TIME...', 'charge?', 'These simplify life.', 'Use this daily with a solar panel.', 'Works as advertised', 'easy to install easy to use - including fuse', 'Great Accessory', 'Extra Harnesses Make Charging Easy!!', 'Good quality  product', 'battery charging essential', 'good on lawnmower', 'Battery Tender Ring Terminal Harness', 'Battery Tender 081-0069-6 Ring Terminal Harness with Black Fused 2-Pin connector', 'Battery Tender 081-0069-6 Ring Terminal Harness with Black Fused 2-Pin...', 'Works as intended', 'Battery tender harness', 'This is top quality for low cost!', 'Keep those batteries charged all year', 'Worked as Expected', 'Description wrong - product good', 'Hard to mess this up', 'Battery Tender Terminal Harness', 'Good for permanent battery charger or 12v power lead on motorcycles', 'Replacement ring harness for Battery Tender', 'Battery Tender terminal harness', 'Great Item....']"
B000RXKR6M,"['Good wash mitt', 'OK Wash Mitt - Nothing Special', 'One of the better mitts I have used', 'Does the job right!', 'Stands up to heavy use', 'cleans good', 'Great product', 'car mitt', 'Great Mitt', 'This WORKS!', ""Does what you'd expect"", 'does a great job', 'This Is The One', 'Its a wash mitt.', ""I've also washed the mitt twice and air dried it and it has come out soft and like new."", 'The best washing accessory', 'Works well', 'Great', ""it's a wash mitt"", 'Water Only', 'So soft', 'Great mitt', 'Eh', 'As advertised, great wash mitt.', 'Holds Suds Holds Water Great to wash a car', 'Came in Very Handy After Snowstorm', 'Skeptical at first--But Love it now!!!!', 'Nice Complimentary Add-On To Car Care Kit', 'Works great', 'Fits my large hand', 'Best Mitt Around', 'Works very well.', 'Very Plush', 'The only wash mitt you should let touch your car!', 'Not So Great', 'Does what it suppose to do', 'Does What It Is Supposed To', 'Great wash mitt', 'Not ""plush"" enough', 'Works well', 'These are awkward to wash with & too large for our hands!', 'meguiar,s z3002 microfiber wash mitt', 'Seems sturdy enough', 'Perfect mitt!', 'Thats magic..', 'It works but not a fan', 'Awesome car wash mitt!', 'Awesome...', 'Really good Mitt', 'it works', 'Holds suds.', 'nice wash mitt', 'Buy this mitt over any sponge!', 'Soft and gentle on my black car', 'Nothing to compare it to', 'Washing Simplified', 'Nothing spectacular -- I expected more.', 'Great Wash Mitt', 'Good Mitt', 'Insanely great deal', 'Nice soft wash mitt for detailing my cars', 'High quality microfiber mitt', 'High Quality Wash Mitt for Cheap', 'awesome', 'Great mitt', 'Good washing mitt']"
B000XECJES,"['Microfiber cloths that works for 1,000 uses.', 'Very nice!', 'Good But Tiny!', 'GREAT cleaning cloths!  They are excellent for personal care, cleaning our home, our vehicles, and even windows and glass!', 'Love these microfiber rags', 'Hello My Little Cleaning Friends!', 'Multi-purpose cleaning cloth', 'Soft microfiber towel for great price.', 'Great for car cleaning!', ""My first exposure to this kind of product - it's awesome!"", 'Five Stars', 'Cheapest *and* finest.', 'Let there be lint!', 'Microfiber wipes', 'Good for Quick Detailing', 'Nice and cheap', 'Good price', 'JPS-microfiber', ""Not as Big or as Thick as Meguiar's.  But Still Effective.  Use Everywhere"", 'little small and skimpy', 'A million uses!!!', 'Great Deal', 'great product for great price', ""These are ok but eurow's brand is way better."", 'Perfect', 'The secret to detailing!', 'Good value, have held up well.', 'Love them', 'Great all around cleaners', 'A good, cheap microfiber cloth!', 'Microfiber Towels Are Number 1 In Cleaning..', 'More Dark Green Please', 'Much Better than I was expecting', 'Very handy towels', 'Great package', 'Good quality but a bit small', 'Very good deal.', 'Zwipes Microfiber Cleaning Cloths (12-Pack)', 'Relatively Cheap Pack Of Microfiber Cloths', 'Zwipes', 'Perfect for CARS, and for LCD/Plasma/Computer SCREENS', 'Handy', 'Zwipes Microfiber of Cleaning Cloths', 'Great Value for Misc. Uses', 'Never enough :)', 'wipe away', 'Good Deal', 'Quality is fine in Dec 2013', 'Amazing', 'Great for car care', 'Zwipes Microfiber Cleaning Cloths, 36-Pack', 'Adequate performance and nice colors but feel thinner than they used to', 'Great Deal Great Cloths', 'Microfiber Cloths are Great and Extremely Usefull', 'Great for clean up / washes well and dries quickly', 'ZWIPES ARE GREAT', 'great reusable cleaning towels', 'Nice wipes', 'Great for washing my car', 'Good for Furniture and Car; No Cleaners Needed Most of the Time', 'Zwipes Microfiber Cleaning Cloths', 'Great Value When on Special', 'Great for cleaning the Car and other things. Pay attention to the size', 'Great buy and very handy in the garage!', 'Poor Quality', 'Even Vince from Sham-wow prefers them!']"
B0014Y82UQ,"['Excellent wiper blade', 'Bring it on, Seattle!', 'Nice wiper blades. I\'m not sure the ""upgrade"" over basic ones is worth it though.', 'A very nice replacement windshield wiper', 'Great  product !!', 'Okay wiper blade, but overpriced', 'Works Great', 'perfect perfect', 'Cleans the windshield fast and well, even morning frost. My husband said it was a breeze to install.', 'They wipe but not as well as what they replaced', 'Rear Windshield Wiper Blade', 'Simple and Better than Stock *Edited', 'Good design, anti-lift wing design, otherwise similar to other frameless wipers', 'Easy-to-install, well-performing blades', 'No Rain', 'Work Well', 'ANCO C-22-UB Contour Wiper Blade - 22"", (Pack of 1)', 'Superior wipers compared to factory installed jointed type', 'All weather one piece', 'Easy installation and good performance', 'Did not include 9x3 hook', ""didn't have the right adapter included"", 'Pretty good ""frameless"" blade', 'OK functioning new beam style wiper blade.', 'Nice blade, but a bit squeaky', 'Big difference on more curved windshields, less so on flat.  Frozen grainy snow they do have more trouble removing.', ""Don't forget the rear wiper!"", 'Works well, no streaking or chatter', 'wiper works great', 'Good Replacement Wiper Blades - Highly Recommended', 'Started Streaking In One Week', 'Poor instructions and web resources', 'Excellent Blade', 'High quality.  Simple to install.', 'Good wiper but not crazy about the connectors', 'Clean Sweep', 'Works well, but expensive.', 'Nice Quality', 'ANCO Contour blades vs. Bosch Clear Advantage blades. Both have their strengths and weaknesses.', 'Awesome Blades', 'Works fine, not my favorite', 'Easy to attach, but look a little different', 'They do the job', 'They work,, I prefer the Bosch Evolutions', 'Work great, no streaks', 'Really easy to install, no streaks', 'Contour blade clears water and debris', 'A wipe above the rest', 'Nothing Special', 'Quiet and Close', 'The contour design is effective', 'Prius wipes', 'Excellent!', 'Wipe those bugs away!!!', 'Anco wiper blade', 'Nice, basic wiper blades...', 'Good Quality', 'Fits our 2003 Volvo S60', 'Great wiper  blades so far', 'A huge style improvement to the standard stock blade and it performes great.', 'Installation was trivial for me, smooth no streaking', 'Excellent', 'Contoured monoblade design great for winter, wind.', 'ANCO C-22-UB Contour Wiper Blade - 22"", (Pack of 1)', 'Works just fine', 'Side by Side Comparison: Contour vs Stock Wiper', 'Nice, easy to attach.Seems to work well.', 'Not the cheapest, but good quality', ""Clean, Clear, I Almost Don't Need Glasses!"", 'Not Happy With These Wipers {Updated}', 'Super Easy Do-It-Yourself Maintenance', 'ANCO Contour Wiper Blade, 24"" & 20"" for \'08 Toyota Camry', 'Nice blade, works as it should', 'Do Their Job', 'Easy Installation, but looks ugly and lifts at speed', 'It Works Nicely', 'So far, so good....', 'Ahh, the windows are Rain-xed anyway.', 'Fast & Easy Installation']"
B001AIZ5HY,"['Makes a Big Difference, Take your Time on Each Step', 'A PRODUCT THAT WORKS!', ""It's just okay."", 'Clever.', 'Restores gauge bezel lenses!', ""The most effective kit I've used to clarify cloudy headlights"", 'Used on my 2006 Sti', 'Quite possibly a perfect product', 'Worked very nicely', 'Absolute garbage', 'Quick and easy.', 'Really works, and works extremely well!', 'Easy To Use', 'Did the job well', 'Scratched & Scuffed Headlights? Not after this Kit', '3m Headlight Resotaration Worked like a charm', 'worked amazing!!', 'OK', 'Hard to believe it works this good!', 'Best option to clean up your headlights...', 'I can see again', 'Works great', 'It works!!! Great product.', 'NO SEALER', 'Worked Really Well', 'Took care of the fog', 'Words fail me.', 'Magic touch', 'A good DIY project that can save you some money', 'It works', 'good lens restore', ""Works well, especially in cold weather - doesn't address deeper crazing in plastic"", 'Add light to your night', ""Works the best out of all the ones I've tried"", 'This 3M system actually works.', 'Excellent Product', 'Kit does work very well. But...', 'Best kit ever!!!', 'My Lenses Are Like New!', 'Easy to use!', 'GREAT IDEA!', 'Amazing Results!', 'A Little More Work...But The Best', 'Nice kit. Worked well on my BMW.', 'Its a miracle! I can see!', ""I'm getting a couple more of these kits for a rainy day"", 'Five Stars', 'Worked great', 'Easy to use', 'A valiant effort, beware of these caveats', 'Recommended for Severely Hazed/Clouded Headlights', 'Money well spent...', 'Amazing', 'Worked really well', 'Great results - Still needs a top coat to be completely restored', 'Great System', 'I can see clearly now, the haze is gone..........', 'DAMNN', 'Headlights Bright Again', 'Fully restored my headlights!', 'This is probably my 10th one. Never get tired of using these', 'Fixed my Lexus IS-350 before I traded it in']"
B001CF1A6U,"['perfect size for offroad recovery', 'A Solid Clevis', 'Very nice/heavy', 'extra heavy duty', 'Great recovery tool', 'Replaced the Stainless Rings', 'heavy duty', 'Hooky', 'China', 'Cheap and super strong', 'D-Ring Shackles', 'Very Good Shackle/D-Ring for its price', 'D ring', 'it great', 'Smittybilt 13047B 3/4"" Black D-Ring', 'Great product!', 'Nice, Quality D-Rings (and Painted!)', 'Works great', 'Does what it should', 'a lot bigger than i realized', 'Great, fist sized, D Ring', 'Black on Black', 'Heavy duty D-Ring', 'awesome', 'great', 'Clean good quality', 'nice', 'It works', 'Great Accessory.', 'Very, very solid', 'heavy duty, holds up to as you would expect', 'Very Sturdy', 'Its a D-Ring', 'Strong, heavy, easy to use.', 'Great D-Ring', 'Five Stars', 'Awesome', 'Great to have on hand', 'Nice product', 'Smittybilt', 'Black D ring', 'Well Built', 'Heavy duty', 'You off road? You MUST have many of these with you', 'Not the quality I had expected', 'Heavy Duty Shackle or ""D"" ring', 'Great buy', 'great d-ring', 'Winch Ready D-Ring', 'recovery kit must', '3/4&#34; black D-ring', 'does the job so far', 'After that it is fine.', 'strong']"
B001GJ3DZS,"['Great tire brush', 'great on first few uses', ""Just don't like it"", 'GREAT Product, love it so much I bough two', 'Effective cleaning tool', 'Great little brush', 'i love it', 'Mothers Wheel Brush', 'Great Brush!', 'Very good brush for cleaning wheels.', 'Five Stars', 'Not very effective', 'clean', 'Best Brush to Clean Wheels!', 'Nice brush, very useful already.', 'Excellent wheel brush', 'Bristles need to be stiffer', 'Wheel Brush', 'Soft bristle wheel brush.', 'Mothers Wheel Brush', 'Gets the job done', 'A MUST HAVE!', ""Short Handled Mother's Wheel Brush"", 'mothers wheel brush short handle', 'Mothers Wheel Brush', 'Not all brushes are alike', 'Great Brush', 'Great wheel brush', 'works', 'Engine', 'Multi Purpose', 'Just the right size', 'Completely Ineffective', 'Decent brush!', 'Good Brush', 'Soft, gentle bristles', 'Five Stars', 'tire brush', 'Clean Wheels', 'Excellant Wheel Brush', 'Good product overall', 'Well its a brush', 'Great wheel cleaner!', 'Great', 'wellbuilt brush', 'nice brush', 'high quality brush', ""A Brusher's Delight"", 'Good All Around Wheel Brush - Use on Honda Fit and Subaru Outback', 'Awesome', 'Helpful', 'Great', 'The Best Wheel brush', 'Great Tool', 'Good wheel brush, but not quite perfect...', 'Good wheel brush', 'Great brush', 'cleans wheels well', 'Bristles are very soft', 'Good brush, but too big', 'Good wheel WELL brush.', 'Good handy tool', 'Works as described', 'Very good brush', 'Soft brush', 'it works well', 'good', 'Works well', 'Soft but tough!', 'Nice brush and handle', 'very good brush']"
B001LHVOVK,"['Works Perfect', 'Super-handy product!', 'great little scan tool', 'Great basic scan tool!', 'Good, affordable  and simple scan tool', 'OBD II diagnostic tool', 'Impress with quality', 'figured out my check engine light', 'Works great. Autoscans to see what you have it plugged into.', 'Great tool for the buck', 'Love it, works great.', 'Simple, inexpensive device to read automobile codes', 'ok unit', 'Great, cheap OBDII reader', 'Saved me some serious cash', 'Works great, wonderful price!', 'Mediocre on my 2004 BMW M3', 'AUTEL support in the US is horrible!', 'Some cars would work', 'Subaru OBW 2000-2004 - affirmitive', 'Works great', 'I really wanted it to be better', 'Everyone should have one of these in their cars.', 'I pluged it in gave me code and I was able to find problem', 'five stars with an explanation', 'Great little tool....', 'Excellent tool, manual needs some editing (see note below)', 'Great product for the right price', ""I don't have to go to autozone"", 'Inexpensive, and works great on 2002 Volvo XC70', 'Great little scanner', 'Great Little Tool', 'Product works like a charm', 'Not as good for ABS codes and the VIN Function', 'Reads and Clears Codes', 'MS300', 'So simple', 'A Great Investment!', 'For $40, this thing is outstanding!', 'Scanner works perfectly but so does the auto parts store', 'Great to use when you get that dreaded maintenance light...', 'works great', 'Compact, inexpensive and does the job', 'Everyone wants one - lovely tool!', 'Great item', 'Seems to work ok, code database lacking', 'There is no beating this VERY BASIC code reader.', 'Easy To Use, But The Included Mini-CD Is Useless', 'Cheap scanner', 'wowza', 'CAN OBD-II Scan Tool', 'Very useful diagnostic tool for any vehicle owner. Period.', 'loaner', 'Great product', 'Quick and easy', 'Great for the price', 'It did what I wanted it to do.', ""Best money I've spent"", 'This device saves you time and money.', 'Works', 'Does Not Read ABS Codes', 'Simple, sweet, and cheap.', 'Autel MaxiScan MS300 works and is cheap to buy', 'It gets the job done, but....', 'Cheapest option to turn off Check Engine Light', ""It works and can't beat the price!"", 'Really cheap and does what i needed it to', 'autoscan', 'Works good.  Cheap', 'Just what you need for a price that is affordable.', 'great little piece of equipment', 'VERY easy to use', 'Great', 'Great OBD II Reader', 'Very good tool for reading check engine code', 'It WORKS!', 'Easily resets check engine light']"
